Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.7003,Sat Jun 09 22:38:46 +0000 2018,0.766,0.0,0.234,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP on Otto Warmbier: ""Today I assured his dad as [@POTUS] said two days ago, their beloved son Otto Warmbier will… https://t.co/ZWPmRWK0Fj",305
0.8238,Sat Jun 09 22:37:22 +0000 2018,0.688,0.0,0.312,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP on North Korea summit: ""So America, let's pray for [@POTUS] and let's pray for peace for the Korean people and… https://t.co/ODJl1K4kfh",306
0.2755,Sat Jun 09 22:35:24 +0000 2018,0.869,0.0,0.131,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP on North Korea summit: ""We will not repeat the mistakes of the past."" https://t.co/vkdzKjHLD1",307
0.7096,Sat Jun 09 22:33:28 +0000 2018,0.753,0.0,0.247,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP: ""As President @realDonaldTrump embarks on this historic quest for peace, I can assure you that he also goes w… https://t.co/0kzlNxMy53",308
-0.5859,Sat Jun 09 22:31:23 +0000 2018,0.609,0.278,0.113,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP on Singapore summit: ""After years of failed policies and broken promises last year, President @realDonaldTrump… https://t.co/M1kPHystbo",309
0.0,Sat Jun 09 22:31:09 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP on North Korea summit: ""Our president is going into this summit with his eyes wide open."" https://t.co/wOy8M4d88p",310
0.3182,Sat Jun 09 22:29:49 +0000 2018,0.881,0.0,0.119,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP on North Korea summit: ""The truth is, [@realDonaldTrump] has been preparing for this his whole life."" https://t.co/xe4EOjiKsK",311
0.0,Sat Jun 09 22:25:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP: ""[@POTUS] spent the last two days at the G7 summit in Canada putting America first."" https://t.co/tWO4i7PqEx",312
0.6597,Sat Jun 09 22:22:26 +0000 2018,0.738,0.0,0.262,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP: ""I want to begin tonight by bringing greetings from a leader who's been delivering every day on his promise t… https://t.co/czUfsg6Edj",313
0.7906,Sat Jun 09 22:15:04 +0000 2018,0.72,0.0,0.28,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP Mike Pence delivers keynote remarks at the close of the 2018 Faith &amp; Freedom Coalition ""Road to Majority."" https://t.co/JWcCBVCjx1",314
0.5919,Sat Jun 09 22:12:00 +0000 2018,0.797,0.0,0.203,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","TOMORROW: Don't miss a brand new ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Chann… https://t.co/JloyPLb79c",315
0.0,Sat Jun 09 22:09:43 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SeaWorld getting rid of plastic straws, plastic bags at all US parks https://t.co/o5sCVFney1",316
0.0,Sat Jun 09 22:05:43 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/D6p9iIR1QB",317
0.0,Sat Jun 09 21:59:10 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Lou Holtz on @Eagles controversy: ""The locker room belongs to the players of the @NFL. They can say anything they w… https://t.co/n3NNBJA2O7",318
0.7351,Sat Jun 09 21:48:00 +0000 2018,0.763,0.0,0.237,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""The power to pardon is a beautiful thing. You got to get it right, you got to get the right people.""… https://t.co/kJoxSdfmxm",319
0.0,Sat Jun 09 21:41:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OPINION: There's just one way to marry the right person (and anyone can do it) https://t.co/yqcYBoKZ8w,320
0.2263,Sat Jun 09 23:03:37 +0000 2018,0.909,0.0,0.091,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Nile Gardiner: ""You have protectionist tariffs on both sides of the Atlantic, from the United States but also from… https://t.co/5TM7aYOQhS",321
0.5719,Sat Jun 09 22:56:42 +0000 2018,0.764,0.0,0.236,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BREAKING: Justify wins the Belmont Stakes, earning the coveted Triple Crown https://t.co/EEHEgMVywm https://t.co/vjiT9IgcDg",322
-0.4019,Sat Jun 09 22:52:49 +0000 2018,0.856,0.144,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nile Gardiner on tariff tensions: ""You have all the makings right now for a trade war."" https://t.co/iAdue9Nmav https://t.co/l3NIirukYK",323
0.4019,Sat Jun 09 22:48:34 +0000 2018,0.769,0.0,0.231,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Taliban announce cease-fire over Eid holiday for 1st time https://t.co/LCHkJcQMW3,324
0.7003,Sat Jun 09 22:38:46 +0000 2018,0.766,0.0,0.234,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP on Otto Warmbier: ""Today I assured his dad as [@POTUS] said two days ago, their beloved son Otto Warmbier will… https://t.co/ZWPmRWK0Fj",325
0.8238,Sat Jun 09 22:37:22 +0000 2018,0.688,0.0,0.312,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP on North Korea summit: ""So America, let's pray for [@POTUS] and let's pray for peace for the Korean people and… https://t.co/ODJl1K4kfh",326
0.2755,Sat Jun 09 22:35:24 +0000 2018,0.869,0.0,0.131,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP on North Korea summit: ""We will not repeat the mistakes of the past."" https://t.co/vkdzKjHLD1",327
0.7096,Sat Jun 09 22:33:28 +0000 2018,0.753,0.0,0.247,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP: ""As President @realDonaldTrump embarks on this historic quest for peace, I can assure you that he also goes w… https://t.co/0kzlNxMy53",328
-0.5859,Sat Jun 09 22:31:23 +0000 2018,0.609,0.278,0.113,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP on Singapore summit: ""After years of failed policies and broken promises last year, President @realDonaldTrump… https://t.co/M1kPHystbo",329
0.0,Sat Jun 09 22:31:09 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP on North Korea summit: ""Our president is going into this summit with his eyes wide open."" https://t.co/wOy8M4d88p",330
0.3182,Sat Jun 09 22:29:49 +0000 2018,0.881,0.0,0.119,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP on North Korea summit: ""The truth is, [@realDonaldTrump] has been preparing for this his whole life."" https://t.co/xe4EOjiKsK",331
0.0,Sat Jun 09 22:25:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP: ""[@POTUS] spent the last two days at the G7 summit in Canada putting America first."" https://t.co/tWO4i7PqEx",332
0.6597,Sat Jun 09 22:22:26 +0000 2018,0.738,0.0,0.262,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP: ""I want to begin tonight by bringing greetings from a leader who's been delivering every day on his promise t… https://t.co/czUfsg6Edj",333
0.7906,Sat Jun 09 22:15:04 +0000 2018,0.72,0.0,0.28,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP Mike Pence delivers keynote remarks at the close of the 2018 Faith &amp; Freedom Coalition ""Road to Majority."" https://t.co/JWcCBVCjx1",334
0.5919,Sat Jun 09 22:12:00 +0000 2018,0.797,0.0,0.203,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","TOMORROW: Don't miss a brand new ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Chann… https://t.co/JloyPLb79c",335
0.0,Sat Jun 09 22:09:43 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SeaWorld getting rid of plastic straws, plastic bags at all US parks https://t.co/o5sCVFney1",336
0.0,Sat Jun 09 22:05:43 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/D6p9iIR1QB",337
0.0,Sat Jun 09 21:59:10 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Lou Holtz on @Eagles controversy: ""The locker room belongs to the players of the @NFL. They can say anything they w… https://t.co/n3NNBJA2O7",338
0.7351,Sat Jun 09 21:48:00 +0000 2018,0.763,0.0,0.237,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""The power to pardon is a beautiful thing. You got to get it right, you got to get the right people.""… https://t.co/kJoxSdfmxm",339
0.0,Sat Jun 09 21:41:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OPINION: There's just one way to marry the right person (and anyone can do it) https://t.co/yqcYBoKZ8w,340
0.0,Sat Jun 09 21:39:41 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@Mark_Penn on the Mueller probe: ""I think our Constitution is being stepped on."" https://t.co/WU779vQZHl",341
0.128,Sat Jun 09 21:35:06 +0000 2018,0.909,0.0,0.091,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Belmont Stakes' Triple Crown contender, start time, odds and everything else about the horse race https://t.co/6SDuqSRpPJ",342
-0.6115,Sat Jun 09 21:32:10 +0000 2018,0.778,0.222,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""The U.S. press is very dishonest, much of it, not all of it."" https://t.co/wRY77Xrqxz",343
0.0,Sat Jun 09 21:28:31 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",U.S. Markets - So far this year. https://t.co/dXBWkXeAc2,344
-0.7088,Sat Jun 09 21:17:59 +0000 2018,0.731,0.269,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@SteveHiltonx: Trump’s criticism of G-7 is ‘unprecedented’ scream the elite -- That’s the whole point of Trump! https://t.co/ZwoJG4yXGb,345
0.0,Sat Jun 09 21:11:20 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",President @realDonaldTrump is on his way to Singapore for a historic meeting with North Korean leader Kim Jong Un.… https://t.co/f5vz9YYXXE,346
-0.4767,Sat Jun 09 21:03:40 +0000 2018,0.744,0.256,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Florida woman's body found after gator attack, officials say https://t.co/5zyQqG9a32",347
0.0772,Sat Jun 09 20:58:00 +0000 2018,0.933,0.0,0.067,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@kayleighmcenany: ""Where are the feminists, also, I want to ask - where are the Elizabeth Warrens, where are the H… https://t.co/6cSwtVG0OG",348
0.3818,Sat Jun 09 20:53:00 +0000 2018,0.729,0.0,0.271,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump promises ""America First"" throughout 2016. https://t.co/loUFH6m9i3",349
0.0,Sat Jun 09 20:49:26 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",German Chancellor Angela Merkel speaks with President @realDonaldTrump during proceedings on the sidelines of the o… https://t.co/3ObHBAyhun,350
0.4939,Sat Jun 09 20:47:39 +0000 2018,0.775,0.0,0.225,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Moments ago, President @realDonaldTrump praised the prime minister of Italy, @GiuseppeConteIT. https://t.co/xR842BvOcu",351
0.0,Sat Jun 09 20:43:46 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@conservmillen on G7 summit: ""Our GDP is bigger than all of theirs combined and they do need us more than we need… https://t.co/6zOc7YyliG",352
0.891,Sat Jun 09 20:42:54 +0000 2018,0.602,0.0,0.398,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@kayleighmcenany: ""@FLOTUS has the trust and the love of the American people - she has a 57% approval rating. Mean… https://t.co/hoWeWMNEQX",353
0.3612,Sat Jun 09 20:35:30 +0000 2018,0.839,0.0,0.161,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/PK8qw7lxvW,354
0.0,Sat Jun 09 20:34:17 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @EricShawnTV: I anchor @FoxNews starting at 5 pm EDT with @ArthelNeville: What @POTUS @realDonaldTrump should say to Kim Jong-un. @MIT's…,355
-0.6486,Sat Jun 09 20:12:00 +0000 2018,0.65,0.35,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Eunice Gayson first-ever Bond Girl dead at 90 https://t.co/BzfcRHNxu8,356
0.0,Sat Jun 09 20:07:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","At his press briefing today, President @realDonaldTrump slammed his presidential predecessor for ""allow[ing] Russia… https://t.co/BpMwYh65k5",357
0.0,Sat Jun 09 20:01:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OPINION: Newest Mars discovery tells us something miraculous about Earth https://t.co/mcATE1PRIl,358
-0.2584,Sat Jun 09 19:55:00 +0000 2018,0.887,0.113,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@realDonaldTrump doubles down on calls to include Russia in G-7: 'We're not looking to play games' https://t.co/nob4MbUZWM,359
0.0,Sat Jun 09 19:49:00 +0000 2018,0.562,0.247,0.191,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@seanhannity Praises Trump's Tough NoKo Action After 'Weak and Feckless' Obama Leadership   https://t.co/Q2Uj18acfS,360
-0.4939,Sat Jun 09 19:42:46 +0000 2018,0.814,0.186,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Veteran claims his stolen Facebook photos were used to catfish 30 women during deployment https://t.co/YAuENcd5SL,361
0.6249,Sat Jun 09 19:37:46 +0000 2018,0.688,0.073,0.239,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@marykissel: ""A success in Singapore would be to get the [Kim] regime to commit to complete, irreversible and veri… https://t.co/R3KDjQXhmU",362
-0.1531,Sat Jun 09 19:29:00 +0000 2018,0.897,0.103,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",SUNDAY: Don’t miss @FoxNewsSunday from Singapore ahead of President @realDonaldTrump’s historic meeting with North… https://t.co/tyhBYdJ4jm,363
0.3182,Sat Jun 09 19:21:16 +0000 2018,0.905,0.0,0.095,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","David Rivkin on @POTUS' power to self pardon: ""To say the president is above the law begs the question of what the… https://t.co/mgJPUNXWcz",364
0.1655,Sat Jun 09 19:16:27 +0000 2018,0.93,0.0,0.07,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@POTUS: ""I do have an absolute right to pardon myself, but I'll never have to do it because I didn't do anything w… https://t.co/bOUqiZ0R50",365
0.3612,Sat Jun 09 19:10:00 +0000 2018,0.737,0.0,0.263,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Holocaust survivor who consoled Anne Frank dies https://t.co/mw0VdtPNgI,366
-0.6249,Sat Jun 09 19:02:20 +0000 2018,0.745,0.255,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SeanHannity: ""President @BarackObama left Trump with unfettered international disaster after disaster."" #Hannity https://t.co/0lJuEwysLF",367
-0.4215,Sat Jun 09 18:56:32 +0000 2018,0.495,0.322,0.183,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Republicans may have won the optics war on Congress' summer recess fight https://t.co/b1wIL2Onb0,368
-0.4767,Sat Jun 09 18:46:34 +0000 2018,0.838,0.162,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News… https://t.co/yXZpAqd07M",369
-0.1531,Sat Jun 09 18:39:20 +0000 2018,0.897,0.103,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","'Jersey Shore' star Mike 'The Situation' Sorrentino will face tax evasion sentencing this fall
https://t.co/Hnfrd4ZLLb",370
-0.296,Sat Jun 09 18:36:00 +0000 2018,0.896,0.104,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","At his press briefing, President @realDonaldTrump said that the U.S. would no longer be a piggy bank robbed by othe… https://t.co/WAwm8Fld4P",371
0.3612,Sat Jun 09 18:34:04 +0000 2018,0.848,0.0,0.152,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/iAdue9Nmav https://t.co/ew7uxi8JFW,372
-0.7906,Sat Jun 09 18:27:42 +0000 2018,0.562,0.438,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Texas border patrol agents find 6 illegal immigrants trapped inside cabinets https://t.co/r5ANi7t94m,373
0.0,Sat Jun 09 18:20:08 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",SUNDAY: @BretBaier is live in Singapore ahead of President @realDonaldTrump’s historic summit with North Korean lea… https://t.co/Z9gEu1Zqo2,374
0.1027,Sat Jun 09 18:19:00 +0000 2018,0.789,0.096,0.114,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RepMcSally: ""@POTUS has made it clear that we will not tolerate them having a nuclear weapon that can hold a U.S.… https://t.co/Z9kwm68cBa",375
-0.5302,Sat Jun 09 18:16:48 +0000 2018,0.819,0.181,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@GrecianFormula on NK summit: ""My fear here is, I do not want [@POTUS] to give Kim Jong Un that handshake that wil… https://t.co/2BcF4gR3s9",376
0.5859,Sat Jun 09 18:14:09 +0000 2018,0.648,0.0,0.352,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@MittRomney predicts a @realDonaldTrump win in 2020. https://t.co/FtXsikIvlB https://t.co/W2EHQ9eAw5,377
-0.6249,Sat Jun 09 18:03:13 +0000 2018,0.638,0.362,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Florida Revokes Hundreds of Gun Permits After Background Check Error
https://t.co/4RteHthrjk",378
0.4939,Sat Jun 09 17:58:00 +0000 2018,0.814,0.0,0.186,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","On @foxandfriends, @RCamposDuffy praised @FLOTUS Melania Trump in the wake of constant media scrutiny.… https://t.co/t4wxgWO0Qz",379
0.3612,Sat Jun 09 17:55:11 +0000 2018,0.884,0.0,0.116,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@kimguilfoyle on NK summit: ""With somebody like @POTUS who thinks out of the box...everything is on the table [unt… https://t.co/uFk6mAOEmC",380
0.4767,Sat Jun 09 17:46:52 +0000 2018,0.819,0.0,0.181,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS",381
0.0,Sat Jun 09 17:36:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd,382
0.4404,Sat Jun 09 17:30:45 +0000 2018,0.667,0.118,0.215,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z,383
0.0,Sat Jun 09 17:26:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL,384
-0.4404,Sat Jun 09 17:25:26 +0000 2018,0.58,0.42,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui,385
0.0,Sat Jun 09 17:21:21 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ",386
0.0,Sat Jun 09 17:15:07 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg,387
0.0,Sat Jun 09 17:06:05 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7",388
-0.4588,Sat Jun 09 17:04:03 +0000 2018,0.8,0.2,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB,389
0.1779,Sat Jun 09 17:01:29 +0000 2018,0.677,0.135,0.188,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK",390
-0.5413,Sat Jun 09 16:55:48 +0000 2018,0.837,0.163,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz",391
0.0,Sat Jun 09 16:55:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR",392
0.3612,Sat Jun 09 16:49:31 +0000 2018,0.667,0.0,0.333,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Do you agree with @SenSanders? https://t.co/jixhab3nlt,393
-0.1531,Sat Jun 09 16:39:04 +0000 2018,0.918,0.082,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","MONDAY: Don’t miss three hours of ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox, starting at 9a ET on F… https://t.co/A0OfAH4QPo",394
-0.8555,Sat Jun 09 16:34:08 +0000 2018,0.46,0.54,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1,000 illegal immigrants bused to California federal prison for detention https://t.co/B3t12CUk1m",395
-0.4019,Sat Jun 09 16:30:20 +0000 2018,0.816,0.184,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","'Bring on the Recession': @billmaher 'Hoping' for Economic Crash to Oust Trump
https://t.co/fj8Q3obYkM",396
0.0,Sat Jun 09 16:21:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Fox News Poll: 52% approve of President @realDonaldTrump's handling of the economy. https://t.co/qZrQ8Q503M https://t.co/mYX34Kjnhb,397
-0.5106,Sat Jun 09 16:16:30 +0000 2018,0.769,0.231,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TSA searches 96-year-old woman in wheelchair in viral video, sparking outrage https://t.co/DP91w0qI1n",398
0.4767,Sat Jun 09 16:05:09 +0000 2018,0.823,0.0,0.177,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@Lavarbigballer: ""If [@POTUS] invited me to his house, I would be like, 'Nah, man.' I'm not even going to invite h… https://t.co/BM4it6Nf6i",399
0.0,Sat Jun 09 16:02:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@billclinton defends @alfranken. https://t.co/L3DVQREUWO,400
-0.1531,Sat Jun 09 23:11:34 +0000 2018,0.849,0.151,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Judge Stops Deportation of a New York Pizza Delivery Man. https://t.co/Xx9UvPA1dP,401
0.0,Sat Jun 09 22:23:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: Debacle in Quebec. https://t.co/hubSiRdo02,402
0.4404,Sat Jun 09 22:21:34 +0000 2018,0.734,0.0,0.266,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Contributing Op-Ed Writer: Selling the Protected Area Myth. https://t.co/9SquStMTQF,403
-0.6705,Sat Jun 09 22:05:33 +0000 2018,0.353,0.647,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",I Have Post-Brokeness Stress Disorder. https://t.co/8fLV7o0oF4,404
0.0,Sat Jun 09 21:48:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Barbara Kafka, Cookbook Author and Food Writer, Dies at 84. https://t.co/oAcvXg0h66",405
-0.6486,Sat Jun 09 21:47:33 +0000 2018,0.736,0.264,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Kate Spade, Whose Handbags Carried Women Into Adulthood, Is Dead at 55. https://t.co/uHFwKZITDK",406
-0.4215,Sat Jun 09 21:30:34 +0000 2018,0.781,0.219,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Yankees Put Masahiro Tanaka on the D.L. After a Base-Running Injury. https://t.co/wOcduSeuQf,407
0.0,Sat Jun 09 20:09:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Lorraine Gordon, Keeper of the Village Vanguard Flame, Dies at 95. https://t.co/IhliN1drtB",408
0.0,Sat Jun 09 20:08:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The Last Word: Lorraine Gordon. https://t.co/AJAAYpB1b3,409
