Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago,User
0.0,Sat Jun 09 22:23:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: Debacle in Quebec. https://t.co/hubSiRdo02,401,NYT
0.4404,Sat Jun 09 22:21:34 +0000 2018,0.734,0.0,0.266,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Contributing Op-Ed Writer: Selling the Protected Area Myth. https://t.co/9SquStMTQF,402,NYT
-0.6705,Sat Jun 09 22:05:33 +0000 2018,0.353,0.647,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",I Have Post-Brokeness Stress Disorder. https://t.co/8fLV7o0oF4,403,NYT
0.0,Sat Jun 09 21:48:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Barbara Kafka, Cookbook Author and Food Writer, Dies at 84. https://t.co/oAcvXg0h66",404,NYT
-0.6486,Sat Jun 09 21:47:33 +0000 2018,0.736,0.264,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Kate Spade, Whose Handbags Carried Women Into Adulthood, Is Dead at 55. https://t.co/uHFwKZITDK",405,NYT
-0.4215,Sat Jun 09 21:30:34 +0000 2018,0.781,0.219,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Yankees Put Masahiro Tanaka on the D.L. After a Base-Running Injury. https://t.co/wOcduSeuQf,406,NYT
0.0,Sat Jun 09 20:09:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Lorraine Gordon, Keeper of the Village Vanguard Flame, Dies at 95. https://t.co/IhliN1drtB",407,NYT
0.0,Sat Jun 09 20:08:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The Last Word: Lorraine Gordon. https://t.co/AJAAYpB1b3,408,NYT
0.6597,Sat Jun 09 20:07:33 +0000 2018,0.345,0.138,0.517,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Surviving the Miss Ex-Yugoslavia Beauty Pageant. https://t.co/yAXCEm9jig,409,NYT
0.0,Sat Jun 09 20:06:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: Bill’s Belated #MeToo Moment. https://t.co/eXd8ydnxPK,410,NYT
-0.5423,Sat Jun 09 20:05:33 +0000 2018,0.741,0.259,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Salmonella Outbreak That Sickened 60 Is Linked to Pre-Cut Melons. https://t.co/nmjWBc0pbK,411,NYT
0.0,Sat Jun 09 19:49:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Belmont Stakes 2018: Updates as Justify Attempts a Triple Crown Sweep. https://t.co/YIxpCDJeQY,412,NYT
0.0,Sat Jun 09 19:34:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The Allegory of the Baseball Broadcast Booth. https://t.co/dKWLD7G7s3,413,NYT
0.0,Sat Jun 09 19:33:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The 1st 2020 Race Is Underway: Scrambling for New York Donors. https://t.co/NEL3YbxOot,414,NYT
0.3612,Sat Jun 09 18:53:34 +0000 2018,0.762,0.0,0.238,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: Scott Pruitt Smells Like the Ritz. https://t.co/n8BcushmxF,415,NYT
-0.2023,Sat Jun 09 18:52:33 +0000 2018,0.476,0.294,0.23,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: Grim Trends in Good Times. https://t.co/0bCNhgpEV6,416,NYT
0.0,Sat Jun 09 18:51:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Vote For Me! For Second Place, at Least?. https://t.co/sPTWT8D6iQ",417,NYT
-0.296,Sat Jun 09 18:50:34 +0000 2018,0.82,0.18,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Editorial Observer: African-Americans and the Strains of the National Anthem. https://t.co/IJyWRUYdVu,418,NYT
0.0,Sat Jun 09 18:49:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",How a Pediatrician Became a Detective. https://t.co/nX5miCIxJo,419,NYT
0.2263,Sat Jun 09 18:48:33 +0000 2018,0.826,0.0,0.174,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Opinion: Turning Affluent Suburbs Blue Isn’t Worth the Cost. https://t.co/pGcdxe9mc7,420,NYT
0.0,Sat Jun 09 22:23:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: Debacle in Quebec. https://t.co/hubSiRdo02,421,NYT
0.4404,Sat Jun 09 22:21:34 +0000 2018,0.734,0.0,0.266,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Contributing Op-Ed Writer: Selling the Protected Area Myth. https://t.co/9SquStMTQF,422,NYT
-0.6705,Sat Jun 09 22:05:33 +0000 2018,0.353,0.647,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",I Have Post-Brokeness Stress Disorder. https://t.co/8fLV7o0oF4,423,NYT
0.0,Sat Jun 09 21:48:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Barbara Kafka, Cookbook Author and Food Writer, Dies at 84. https://t.co/oAcvXg0h66",424,NYT
-0.6486,Sat Jun 09 21:47:33 +0000 2018,0.736,0.264,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Kate Spade, Whose Handbags Carried Women Into Adulthood, Is Dead at 55. https://t.co/uHFwKZITDK",425,NYT
-0.4215,Sat Jun 09 21:30:34 +0000 2018,0.781,0.219,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Yankees Put Masahiro Tanaka on the D.L. After a Base-Running Injury. https://t.co/wOcduSeuQf,426,NYT
0.0,Sat Jun 09 20:09:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Lorraine Gordon, Keeper of the Village Vanguard Flame, Dies at 95. https://t.co/IhliN1drtB",427,NYT
0.0,Sat Jun 09 20:08:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The Last Word: Lorraine Gordon. https://t.co/AJAAYpB1b3,428,NYT
0.6597,Sat Jun 09 20:07:33 +0000 2018,0.345,0.138,0.517,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Surviving the Miss Ex-Yugoslavia Beauty Pageant. https://t.co/yAXCEm9jig,429,NYT
0.0,Sat Jun 09 20:06:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: Bill’s Belated #MeToo Moment. https://t.co/eXd8ydnxPK,430,NYT
-0.5423,Sat Jun 09 20:05:33 +0000 2018,0.741,0.259,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Salmonella Outbreak That Sickened 60 Is Linked to Pre-Cut Melons. https://t.co/nmjWBc0pbK,431,NYT
0.0,Sat Jun 09 19:49:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Belmont Stakes 2018: Updates as Justify Attempts a Triple Crown Sweep. https://t.co/YIxpCDJeQY,432,NYT
0.0,Sat Jun 09 19:34:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The Allegory of the Baseball Broadcast Booth. https://t.co/dKWLD7G7s3,433,NYT
0.0,Sat Jun 09 19:33:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The 1st 2020 Race Is Underway: Scrambling for New York Donors. https://t.co/NEL3YbxOot,434,NYT
0.3612,Sat Jun 09 18:53:34 +0000 2018,0.762,0.0,0.238,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: Scott Pruitt Smells Like the Ritz. https://t.co/n8BcushmxF,435,NYT
-0.2023,Sat Jun 09 18:52:33 +0000 2018,0.476,0.294,0.23,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: Grim Trends in Good Times. https://t.co/0bCNhgpEV6,436,NYT
0.0,Sat Jun 09 18:51:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Vote For Me! For Second Place, at Least?. https://t.co/sPTWT8D6iQ",437,NYT
-0.296,Sat Jun 09 18:50:34 +0000 2018,0.82,0.18,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Editorial Observer: African-Americans and the Strains of the National Anthem. https://t.co/IJyWRUYdVu,438,NYT
0.0,Sat Jun 09 18:49:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",How a Pediatrician Became a Detective. https://t.co/nX5miCIxJo,439,NYT
0.2263,Sat Jun 09 18:48:33 +0000 2018,0.826,0.0,0.174,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Opinion: Turning Affluent Suburbs Blue Isn’t Worth the Cost. https://t.co/pGcdxe9mc7,440,NYT
-0.5423,Sat Jun 09 18:47:33 +0000 2018,0.588,0.412,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The Resource Curse of Appalachia. https://t.co/qYD6lrmAu1,441,NYT
-0.1531,Sat Jun 09 18:46:33 +0000 2018,0.833,0.167,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",News Analysis: Miss America Gets to Dress Herself. https://t.co/Y4AYyGxWRe,442,NYT
-0.5994,Sat Jun 09 18:45:33 +0000 2018,0.719,0.281,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",International Court Throws Out War Crimes Conviction of Congolese Politician. https://t.co/GIKw5e03ge,443,NYT
0.0,Sat Jun 09 18:44:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Op-Ed Columnist: North Korea, Trump and Human Rights. https://t.co/bHs56ms1CG",444,NYT
0.4767,Sat Jun 09 18:43:34 +0000 2018,0.744,0.0,0.256,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",‘Tony Was a Symphony’: Friends and Fans Remember Anthony Bourdain. https://t.co/S95GanVxXZ,445,NYT
0.3612,Sat Jun 09 18:29:33 +0000 2018,0.815,0.0,0.185,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","In Alternative World Cup, Would-be Nations Like Tibet Vie for Recognition. https://t.co/FxobIz9cQY",446,NYT
0.5106,Sat Jun 09 18:28:33 +0000 2018,0.798,0.0,0.202,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Postcards From the French Open: Cheering John McEnroe in Paris Never Gets Old. https://t.co/Oft1MDBDo9,447,NYT
0.0,Sat Jun 09 18:13:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","In Newark, Police Cameras, and the Internet, Watch You. https://t.co/ficLp0JRMs",448,NYT
0.5859,Sat Jun 09 17:59:33 +0000 2018,0.743,0.0,0.257,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","A Visa Lottery Winner a Decade Ago, a U.S. Soldier Returns Home to Lithuania. https://t.co/RuLdmBpY2M",449,NYT
-0.4019,Sat Jun 09 17:43:33 +0000 2018,0.787,0.213,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","In the Trump Administration, Science Is Unwelcome. So Is Advice.. https://t.co/RlCMzjvIuk",450,NYT
0.0,Sat Jun 09 17:42:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Keeping Score: The Warriors Were Dominant. But How Dominant?. https://t.co/yZHNDtPFXz,451,NYT
0.0,Sat Jun 09 17:28:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Malaysia Steps Up $4.5 Billion Corruption Inquiry. https://t.co/Jv0FFihc2E,452,NYT
0.0,Sat Jun 09 16:25:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The World Cup Isn’t About Football. It’s About Everything.. https://t.co/0RekCENiXZ,453,NYT
-0.3818,Sat Jun 09 16:10:33 +0000 2018,0.822,0.178,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Extra bases: How the Mariners Found Their Way After Losing Robinson Cano. https://t.co/7caUvrrmgH,454,NYT
0.6705,Sat Jun 09 16:09:33 +0000 2018,0.593,0.0,0.407,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Turkish Opposition Hopes 4 Parties Are Mightier Than 1 Against Erdogan. https://t.co/itXkghsggc,455,NYT
0.5106,Sat Jun 09 15:56:33 +0000 2018,0.68,0.0,0.32,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Trump Displays Confidence About North Korea Talks. https://t.co/d40Av07qZb,456,NYT
0.34,Sat Jun 09 15:55:33 +0000 2018,0.806,0.0,0.194,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Contributing Op-Ed Writer: The Secret Life and Value of Trees. https://t.co/M6PKuRDiIS,457,NYT
-0.836,Sat Jun 09 15:54:34 +0000 2018,0.533,0.467,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Sorrow and Questions in a French Village After Anthony Bourdain’s Suicide. https://t.co/WLnVwoJWq1,458,NYT
0.0,Sat Jun 09 15:43:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Trump Invitation to Russia Deepens Rift With America’s Allies. https://t.co/xpCzJPjALf,459,NYT
-0.296,Sat Jun 09 15:42:33 +0000 2018,0.845,0.155,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Trump Says U.S. Will No Longer Be ‘Piggy Bank That Everybody’s Robbing’. https://t.co/pk08R5Et7C,460,NYT
-0.296,Sat Jun 09 15:41:33 +0000 2018,0.833,0.167,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",No Need to Prepare to Meet Kim Jong-un? Trump Has a Point. https://t.co/Z6qBSTHLrx,461,NYT
-0.4588,Sat Jun 09 15:24:33 +0000 2018,0.8,0.2,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Simona Halep Breaks Through, Beating Sloane Stephens for the French Open Title. https://t.co/FXZcsO2uvf",462,NYT
0.5574,Sat Jun 09 15:10:33 +0000 2018,0.714,0.0,0.286,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Who Will Pick Up the Supreme Leader’s Hotel Tab?. https://t.co/ivFktstJj8,463,NYT
0.4939,Sat Jun 09 15:09:33 +0000 2018,0.686,0.0,0.314,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Sporting: The Distinct Joys of Clay-Court Tennis. https://t.co/GAsr50PgaO,464,NYT
0.0,Sat Jun 09 14:55:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Mini-Vows: They Hit It Off During a Surgical Consultation. https://t.co/SZwfDHH2wh,465,NYT
0.3182,Sat Jun 09 14:54:33 +0000 2018,0.777,0.0,0.223,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Mini-Vows: A Sense of Adventure, Whether Near or Far. https://t.co/qxnXjrvyC8",466,NYT
0.0,Sat Jun 09 14:53:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Mini-Vows: The Heart Just Grew Fonder When He Was in the Middle East. https://t.co/1EVqIZOXTm,467,NYT
-0.296,Sat Jun 09 11:23:33 +0000 2018,0.864,0.136,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Pope Tells Oil Executives to Act on Climate: ‘There Is No Time to Lose’. https://t.co/My6lkIY8VE,468,NYT
-0.7717,Sat Jun 09 10:51:33 +0000 2018,0.573,0.427,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Mark Zuckerberg, Elon Musk and the Feud Over Killer Robots. https://t.co/CDaPcICz9B",469,NYT
-0.4939,Sat Jun 09 10:23:33 +0000 2018,0.686,0.314,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Nonfiction: How Christians Destroyed the Ancient World. https://t.co/fbO03q93Kl,470,NYT
0.5267,Sat Jun 09 10:22:33 +0000 2018,0.652,0.087,0.261,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",atmosphere: The Rich Are Planning to Leave This Wretched Planet. https://t.co/0JPpaRY0Ww,471,NYT
0.0,Sat Jun 09 10:21:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Check In: At a London Hotel, Art Deco Design and Stylish Cocktails. https://t.co/OMgzsazBDB",472,NYT
-0.1027,Sat Jun 09 10:20:33 +0000 2018,0.851,0.149,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",U.N. Imposes Sanctions on 6 for Trafficking Libyan Migrants. https://t.co/5YoVQx7a6c,473,NYT
-0.1779,Sat Jun 09 10:15:33 +0000 2018,0.892,0.108,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Playlist: The Playlist: Kanye West’s Breakout Star 070 Shake, and 10 More New Songs. https://t.co/b64ANwR65I",474,NYT
0.0,Sat Jun 09 10:14:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Review: Pulled Apart by ‘Love and Intrigue’. https://t.co/1vKc88r9PF,475,NYT
0.0,Sat Jun 09 10:13:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","To Conduct Its Parks Concerts, the Philharmonic Taps a Rising Star. https://t.co/qpkJD96dI7",476,NYT
0.0,Sat Jun 09 10:12:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The Shortlist: 3 New Novels on the Perils of Digital Life. https://t.co/v1ymR7XOJ7,477,NYT
0.0258,Sat Jun 09 10:11:33 +0000 2018,0.52,0.237,0.243,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","The Best, Worst and Scariest of This Week’s Movie Trailers. https://t.co/H3HIuUOI2R",478,NYT
0.5267,Sat Jun 09 10:10:33 +0000 2018,0.673,0.0,0.327,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",The Poetic Justice of Stella Abrera’s Juliet. https://t.co/nsLltMMcHa,479,NYT
0.0,Sat Jun 09 10:09:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Critic’s Notebook: High School Musicians Take On the (Almost) Unplayable. https://t.co/9h0U5cY96U,480,NYT
0.0,Sat Jun 09 10:08:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Lisa Edelstein Says Goodbye to Her ‘Girlfriends’. https://t.co/q3MLUdhG3G,481,NYT
0.0,Sat Jun 09 10:07:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","A Word With: Kevin Costner Revisits the American West, Now by Helicopter. https://t.co/WhXKfYy7B4",482,NYT
0.6486,Sat Jun 09 10:06:33 +0000 2018,0.629,0.0,0.371,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Streaming: ‘Caravaggio’ and Other Pleasures and Provocations for Pride Month. https://t.co/YJStl7KRnI,483,NYT
0.6369,Sat Jun 09 10:05:33 +0000 2018,0.588,0.0,0.412,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",11 of Our Best Weekend Reads. https://t.co/lr52XIngj5,484,NYT
0.0,Sat Jun 09 10:04:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Art Is Becoming a Financial Product, and Blockchain Is Making It Happen. https://t.co/0hpbf8V7ME",485,NYT
-0.4215,Sat Jun 09 10:03:33 +0000 2018,0.774,0.226,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","RuPaul’s Drag Race: ‘RuPaul’s Drag Race’ Season 10, Episode 11 Recap: Just Don’t Stare. https://t.co/57dkxvXNch",486,NYT
-0.1531,Sat Jun 09 10:02:33 +0000 2018,0.89,0.11,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",‘You Have to Be Girl-Power Tough’: Pageant Competitors Weigh in on Miss America. https://t.co/g7rk3Fdf2J,487,NYT
0.0,Sat Jun 09 10:01:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","This Week: Philharmonic Concerts in the Parks, Summer Jam, Alvin Ailey. https://t.co/WBNhlb5cLc",488,NYT
0.5859,Sat Jun 09 10:00:33 +0000 2018,0.648,0.0,0.352,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",He Literally Wrote the Book on Fabulousness. https://t.co/kakzT5i1K9,489,NYT
0.0,Sat Jun 09 09:59:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",New York Today: New York Today: 5 Reasons to Watch the Tonys. https://t.co/uECIneaanG,490,NYT
0.6369,Sat Jun 09 09:58:33 +0000 2018,0.792,0.0,0.208,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Best of Late Night: Colbert Wants Trump to Prepare More for His Meeting With Kim Jong-un. https://t.co/dlLu5WdoMN,491,NYT
-0.8979,Sat Jun 09 09:57:33 +0000 2018,0.355,0.645,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Crime: Dangerous Disappearing Acts, With Killers in Pursuit. https://t.co/AMeAzrnitr",492,NYT
0.0,Sat Jun 09 09:56:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Inside the List: Everything Is Copy. https://t.co/VVuY4wjMTR,493,NYT
0.0,Sat Jun 09 09:55:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","New in Paperback: ‘Rising Star,’ ‘Mrs. Fletcher’. https://t.co/18RNZNm0Qj",494,NYT
0.0516,Sat Jun 09 09:54:33 +0000 2018,0.64,0.145,0.215,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","The Shortlist: The Struggles of Modern Motherhood in Essays, a Thriller and a Dystopian Novel. https://t.co/HyV38ek8eQ",495,NYT
0.0,Sat Jun 09 09:50:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","Fiction: A Persian Turned Parisian Insists: I’m Not an Immigrant, I’m an Exile. https://t.co/eiNIhsC2RD",496,NYT
0.0,Sat Jun 09 09:47:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Our Back Pages: Notes From the Book Review Archives. https://t.co/NeQuxiRhSi,497,NYT
0.0,Sat Jun 09 09:46:33 +0000 2018,1.0,0.0,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",What’s on TV Friday: ‘Sense8’ and ‘Just Another Immigrant’. https://t.co/C78Y2SRZhS,498,NYT
-0.5994,Sat Jun 09 09:45:33 +0000 2018,0.738,0.262,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>","David Douglas Duncan, 102, Who Photographed the Reality of War, Dies. https://t.co/rUB7XFI09P",499,NYT
-0.4767,Sat Jun 09 09:44:33 +0000 2018,0.721,0.279,0.0,"<a href=""http://radio3.io/"" rel=""nofollow"">radio3.io</a>",Op-Ed Columnist: The Price of an Incompetent President. https://t.co/EGkVSAGX3f,500,NYT
